opportunity_id,original_sheet_name,original_row_number,company_id,company_name,program_name,program_type,city,region,work_mode,duration,compensation,application_method,application_window,open_window_type,degree_tags,eligible_majors,role_clusters,technical_skills,skills_list,tools_list,requirements,eligibility_summary,required_documents,interview_required,interview_mode,interview_stages,source_url,source_domain,source_type,verified_opportunity,verified_coopintern,verification_level,evidence_summary,last_verified_date,data_quality_notes,AI_Fit,CS_Fit,CYS_Fit,CIS_Fit,Data_Eng_Fit,Computer_Eng_Fit,Fintech_Fit,Data_Science_Fit,AI_Fit_Num,CS_Fit_Num,CYS_Fit_Num,CIS_Fit_Num,Data_Eng_Fit_Num,Computer_Eng_Fit_Num,Fintech_Fit_Num,Data_Science_Fit_Num,inferred_role_cluster,inferred_interests,inferred_skills,required_skills,preferred_skills
51,Companies,292,239,Ministry of Finance (Saudi Arabia) | Cooperative Training Program,Cooperative Training Program,COOP,Riyadh,Riyadh Region,Not stated,Not stated,Not stated,Online,Example: Sep 15–19 2024 (varies by term),Not stated,CIS;CS;CYS;Fintech,CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Not stated,Saudi national; GPA 'Very Good' threshold; intermediate English; pass screening & interview (per MoF).,Saudi nationals; GPA >=3.75/5 or 2.75/4; intermediate English; graduating year as specified per intake.,University approval letter for cooperative training + CV required after screening/nomination stages (per MoF).,Yes,In person,Screening → nomination → interview (explicit).,https://www.mof.gov.sa/en/MediaCenter/news/Pages/News_15092024.aspx,mof.gov.sa,High,Yes,Yes,Government Official,Ministry of Finance news release announces opening of applications and states screening + interview required; GPA and English requirements listed.,2026-03-01,Interview mode not stated; set In person (inferred). | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Low,Medium,Medium,Medium,Medium,Low,Medium,Medium,0,1,1,1,1,0,1,1,,,,,
52,Companies,293,1,Ministry of Industry and Mineral Resources | Cooperative Training,Cooperative Training Initiative,COOP,Saudi Arabia,Saudi Arabia,Not stated,Not stated,Not stated,Online,Not stated,Not stated,AI;CIS;CS;CYS,AI;CIS;CS;CYS,Not stated,Not stated,Not stated,Not stated,See MIM page; targets diploma/bachelor students in applied specializations.,Diploma and bachelor’s students in scientific/applied specializations (per MIM page).,Not stated,No,Not stated,Not stated,https://www.mim.gov.sa/en/empower-training/cooperative-training,mim.gov.sa,High,Yes,Yes,Government Official,MIM cooperative training initiative page (official) for diploma/bachelor students.,2026-03-01,Interview not mentioned → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Low,Medium,Low,Medium,Medium,Medium,Low,Low,0,1,0,1,1,1,0,0,,,,,
53,Companies,294,239,King Fahd Causeway Authority | Internship Program,Internship Program,Internship,Multiple,Eastern Province,Not stated,Not stated,Not stated,Online,Not stated,Not stated,CIS;CS,CIS;CS,Not stated,Not stated,Incident Response; Networking Fundamentals; SIEM; vuln mgmt,Not stated,COOP requirements; GPA threshold; personal interview; not graduated (per KFCA).,GPA >=2.5/4 or 3.5/5; not enrolled in courses; cooperative training requirements; personal interview required (per KFCA).,University letter; latest grade report; necessary forms (per KFCA).,Yes,In person,Personal interview required (explicit).,https://kfca.sa/en/internship,kfca.sa,High,Yes,Yes,Government Official,KFCA Internship Program page lists eligibility and required documents; personal interview required.,2026-03-01,Interview mode not stated; set In person (inferred). | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Low,Medium,Low,Medium,Low,Low,Low,Low,0,1,0,1,0,0,0,0,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
54,Companies,295,54,Tawuniya | Tamheer Program (Fresh Graduates),Tamheer Program,Not stated,Riyadh,Riyadh Region,In person,6 months (per posting),Not stated,Online,Not stated,Closed (observed 2026-03-08),CIS;CS;CYS,CIS;CS;CYS,Not stated,Not stated,Incident Response; Networking Fundamentals; SIEM; vuln mgmt; Tamheer (fresh graduates); English,Not stated,Fresh graduates; English; minimum GPA 3/4 or 4/5; immediate joining (per posting).,Fresh graduates; English; GPA threshold (per posting).,Submit CV (per posting).,No,Not stated,Not stated,https://sa.linkedin.com/jobs/view/tamheer-program-at-tawuniya-4302299428,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,Tawuniya LinkedIn posting describes Tamheer on-the-job training (6 months) for fresh graduates; includes CS/IT majors; locations listed. LinkedIn shows posting age 'before 5 months' and closed status (observed 2026-03-08).,46089,Interview steps not stated → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass27: LinkedIn source re-check for posting age and status.,Low,Medium,Medium,Medium,Low,Low,Low,Low,0,1,1,1,0,0,0,0,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
55,Companies,297,217,SAMA | SAMA Professional Program (SPP),SAMA Professional Program (SPP),Graduate Program,Riyadh,Riyadh Region,Not stated,Not stated,Benefits/incentives mentioned (not detailed),Apply via SAMA career portal (per news),"Example: registration opens June 1, 2025 for 3 weeks (varies)",Not stated,CIS;CS;CYS;Fintech,CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Not stated,Saudi national; bachelor (<=23) or master (<=26); grade at least very good; English proficiency; apply via SAMA career portal (per news).,Fresh Saudi graduates; track-specific degrees; English proficiency (per news).,Not stated,No,Not stated,Not stated,https://www.sama.gov.sa/en-US/News/Pages/news-1089.aspx,sama.gov.sa,High,Yes,No,Government Official,SAMA official news page announces registration for SAMA Professional Program for fresh graduates and lists tracks including cybersecurity and payments.,2026-03-01,Selection process steps (assessments/interviews) not stated on this news page → Interview=No. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Low,Medium,High,Medium,Low,Low,High,Medium,0,1,2,1,0,0,2,1,,,,,
56,Companies,298,1,HRDF | Cooperative Training Product,Cooperative Training Product,COOP,Saudi Arabia,Saudi Arabia,Not stated,Varies by opportunity,Varies by opportunity,Log in via Nafath → browse opportunities → apply (per HRDF page),Not stated,Not stated,CIS;CS;CYS;Fintech,CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Not stated,Saudi citizenship; registered in HRDF e-services; enrolled in diploma/bachelor; not excluded (per HRDF page).,Diploma/bachelor students requiring cooperative training; Saudi nationals (per HRDF page).,Not stated,No,Not stated,Not stated,https://www.hrdf.org.sa/en/products-and-services/programs/individuals/training/cooperative-training/,hrdf.org.sa,High,Yes,Yes,Government Official,HRDF official page describes the Cooperative Training product and how students apply via HRDF e-services.,2026-03-01,This is a platform/program (not a single employer). Interview depends on the specific opportunity posted by entities. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Low,Medium,Low,Medium,Low,Low,Low,Low,0,1,0,1,0,0,0,0,,,,,
57,Companies,306,240,IBM,"Automation, Data & AI – Intern",Internship,Riyadh,Riyadh Region,Not stated,Not stated.,Not stated.,Apply via source page,See source page,Closed (observed 2026-03-08),AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity;Software Engineering,Not stated,APIs; ITIL; Cybersecurity Fundamentals; Automation; Data & AI; Cloud Computing; Containers; MLOps,Not stated,"Technical degree (e.g., CS/IS/Engineering); interest in Automation or Data&AI or Security or Infrastructure (per posting).",Students in technical degrees (per posting).,Not stated,No,Not stated,Not stated.,https://sa.linkedin.com/jobs/view/automation-data-ai-intern-at-ibm-3970468169,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"IBM LinkedIn posting for 'Automation, Data&AI - Intern' in Riyadh; requires technical degree such as CS/IS; focuses on Automation/Data&AI/Security/Infrastructure. LinkedIn shows posting age 'before 1 year' and closed status (observed 2026-03-08).",46089,Posting appears older/closed; kept as verified evidence of internship type at IBM in Riyadh. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped. Pass27: LinkedIn source re-check for posting age and status.,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,Network Security,Cybersecurity; Cloud / DevOps; Data Science; Data Engineering; Software Development,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment; python; sql; machine learning; data analysis; api; git,networking; linux; security fundamentals; cybersecurity fundamentals; python; machine learning; data analysis; sql; etl; apis; git; javascript; html; css; react,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; docker; testing; cloud; rest apis; typescript; ui testing
58,Companies,307,242,Unifonic,Internship (Unifonic),Internship,Riyadh,Riyadh Region,In person,Not stated.,Not stated.,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Software Engineering,Not stated,ITIL,Not stated,See internship listing; includes technical assignment stage (per page).,Applicants for internship in Riyadh (per page).,Not stated,No,Not stated,Discovery/TA steps + technical assignment (per page).,https://www.unifonic.com/en/careers/internship-4,unifonic.com,High,Yes,Yes,Company Official,Unifonic official careers listing titled 'Internship' in Riyadh; includes steps such as technical assignment.,46084,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,,,,,
59,Companies,308,245,Misk Foundation,Misk Traineeship / Internship Program,Not stated,Riyadh,Riyadh Region,In person,6 months (per page).,Financial compensation (per page).,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Not stated,Saudi national; fresh graduate (2023–2024) bachelor/master; GPA threshold; advanced English; full dedication (per page).,Fresh graduates (per page).,Not stated,No,Not stated,Evaluation; video submission and assessment (per page).,https://hub.misk.org.sa/programs/skills/internship-program-at-mohammed-bin-salman-foundation-misk/,hub.misk.org.sa,High,Yes,Yes,Company Official,"Misk Hub program page for 'Internship Program at Misk' / traineeship: in-person, 6 months, financial compensation, criteria listed.",2026-03-01,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,,,,,
60,Companies,309,239,Cisco,Cisco NetVersity (Saudi Arabia),Not stated,Saudi Arabia,Saudi Arabia,In person,6–12 months (per page).,Compensation during program; job offer upon completion (per page).,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity;Networking,Not stated,Networking Fundamentals; ITIL; Networking; Cybersecurity Fundamentals,Linux; Windows,High GPA; good English and communication; top Saudi graduates in business and technology majors (per page).,Top Saudi graduates (business & technology majors) (per page).,Not stated,No,Not stated,Not fully specified; program-based training + mentorship (per page).,https://www.cisco.com/web/ME/sa/netversity/whatis.html,cisco.com,High,Yes,Yes,Company Official,Cisco official NetVersity page: 6–12 months professional + on-the-job training; targets top Saudi graduates in business & technology; job offer upon completion.,46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,Network Security,Cybersecurity; Cloud / DevOps,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment,networking; linux; security fundamentals; cybersecurity fundamentals,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment
61,Companies,310,244,KAUST,Visiting Student Research Program (VSRP) Internship,Internship,Makkah,Makkah Region,In person,2–6 months (per page).,Fully funded; monthly stipend; housing; airfare (per page).,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Artificial Intelligence;Research,Not stated,Machine Learning,Not stated,3rd/4th-year undergrads or master’s; GPA >=3.5/4; English proficiency (per page).,STEM students (3rd year+ undergrad or master’s) (per page).,Official transcript(s) in English; recommendation letter; valid passport; statement of purpose; CV (per page).,No,Not stated,Apply for a project (faculty-led) (per page).,https://admissions.kaust.edu.sa/study/internships,admissions.kaust.edu.sa,Medium,Yes,Yes,University Official,KAUST official VSRP internships page: internships 2–6 months; fully funded; documents required listed.,2026-03-01,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs.,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,AI / Machine Learning,Data Science; Data Engineering,python; sql; machine learning; data analysis,python; machine learning; data analysis; sql; etl,nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi
62,Companies,315,246,General Authority for Statistics (GASTAT),Cooperative Training Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via GASTAT page/portal,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,dashboards; modeling; SQL; Data analysis; ITIL,Power BI,Saudi national; cooperative training required for graduation; must pass interview (per page).,University students whose study plan requires cooperative training (per page).,National ID; university letter with dates; academic transcript (per page).,Yes,In person,Must pass interview (per page).,https://www.stats.gov.sa/cooperative-training,stats.gov.sa,High,Yes,Yes,Government Official,GASTAT official cooperative training page explicitly mentions interview requirement and required documents.,46084,Interview mode not explicitly stated; set to In person for consistency. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,High,Low,Medium,High,Low,Low,High,1,2,0,1,2,0,0,2,,,,,
63,Companies,316,247,Saudi Center for Opinion Polling (SCOP),Cooperative Training Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via SCOP form/page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Research,Not stated,dashboards; modeling; SQL; Data analysis; ITIL,Power BI,Saudi national; bachelor student; cooperative training required; must pass personal interview (per page).,Bachelor students; COOP required for graduation; must pass personal interview (per page).,Attach CV via form (per page).,Yes,In person,Personal interview required (per page).,https://scop.sa/en/cooperative-training/,scop.sa,High,Yes,Yes,Company Official,SCOP official cooperative training page explicitly requires passing personal interview.,46084,Interview mode not explicitly stated; set to In person for consistency. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track).,Medium,Medium,Low,Medium,Medium,Low,Low,High,1,1,0,1,1,0,0,2,,,,,
64,Companies,317,248,Al Rajhi Takaful,Cooperative Training Program,COOP,Riyadh,Riyadh Region,In person,6 months (per posting),Monthly stipend (per posting),Apply via LinkedIn posting,See posting,Closed (observed 2026-03-08),AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity,Not stated,Incident Response; Networking Fundamentals; SIEM; vuln mgmt; ITIL; Cybersecurity Fundamentals; Co-op training letter; English; GPA requirement,Not stated,Saudi; final academic year; COOP letter; GPA and English requirements per posting.,Final-year students in listed majors incl. IT/Cybersecurity (per posting).,COOP letter and supporting docs (per posting).,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/cooperative-training-program-at-al-rajhi-takaful-4347373143,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,LinkedIn job posting explicitly offers Cooperative Training Program and lists eligibility/benefits. LinkedIn shows posting age 'before 3 months' and closed status (observed 2026-03-08).,46089,Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped. Pass27: LinkedIn source re-check for posting age and status.,Low,Medium,Medium,Medium,Low,Low,High,Medium,0,1,1,1,0,0,2,1,Network Security,Cybersecurity; Cloud / DevOps; FinTech; Software Development; Data Science,networking; network security; cybersecurity; linux; cloud; soc; siem; penetration testing; incident response; vulnerability assessment; sql; python; api; data analysis,networking; linux; security fundamentals; cybersecurity fundamentals; python; apis; sql; git,firewall; siem; incident response; network monitoring; soc; penetration testing; vulnerability assessment; docker; testing; cloud; rest apis
65,Companies,319,249,Expenditure & Projects Efficiency Authority (EXPRO),Future Makers (صنّاع المستقبل) – Cooperative Training,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Not stated,Apply via EXPRO careers page during intake window (per announcement).,University students (co-op required) and/or eligible applicants as described in posting; Riyadh-based training (per announcement).,Not fully listed on announcement page; prepare CV + university letter (typical).,No,Not stated,Not stated.,https://careers.expro.gov.sa/go/Human-Capital/7726123/,careers.expro.gov.sa,High,Yes,Yes,Government Official,EXPRO careers portal page for Human Capital listings including cooperative training intake (Future Makers).,2026-03-02,Announcement indicates cooperative training in Riyadh; interview not mentioned on the announcement page. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,,,,,
66,Companies,321,239,Ministry of Finance (Saudi Arabia),Cooperative Training Program (Ministry of Finance),COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,GRC,Not stated,Saudi; GPA ≥3.75/5 or 2.75/4; English level medium+; pass screening and personal interview (per MoF news).,University students in graduating year 2024/2025 (per MoF news).,University letter approving co-op; CV/Resume (requested after selection stages per MoF news).,Yes,In person,Passing comparison process and personal interview (explicit).,https://www.mof.gov.sa/mediacenter/news/Pages/News_15092024.aspx,mof.gov.sa,High,Yes,Yes,Government Official,"MoF official news: cooperative training admissions; conditions include Saudi nationality, GPA threshold, English level, and passing comparison and personal interview; documents include university letter and CV after screening.",46089,Interview required per MoF news; mode not specified → set In person (inferred). | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills extracted from existing text fields. | Pass28: placeholder cert note for General Program (no guessing).,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,,,,,
67,Companies,323,250,General Entertainment Authority (GEA),GEA Cooperative Training Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Not stated,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Not stated,Not stated,Not stated,Not stated,Apply via GEA careers portal (per press release).,University students; specialties include Information Technology (explicit on release).,Not stated on press release (see careers portal).,No,Not stated,Not stated.,https://www.gea.gov.sa/gea-launches-cooperative-training-program-for-university-students/,gea.gov.sa,High,Yes,Yes,Government Official,GEA official press release: cooperative training program includes Information Technology among available specialties; directs applicants to careers.gea.gov.sa for details and application.,2026-03-02,Press release confirms program and IT specialty; application details reside on careers portal. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). | Pass28: placeholder cert note for General Program (no guessing).,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,,,,,
68,Companies,324,228,Banque Saudi Fransi (BSF),COOP Training,COOP,Riyadh,Riyadh Region,In person,>=16 weeks,Monthly stipend (paid COOP),Apply via source page,See source page,Exact Dates,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity;Software Engineering,Varies by placement,ITIL; Cybersecurity Fundamentals,Not stated,Saudi; senior undergraduate (not yet graduated); GPA >=3.0/4; COOP request letter; transcript; CV; COOP duration >=16 weeks; paid with monthly stipend (per posting).,Senior undergraduate student; Saudi national; COOP required (per posting).,COOP request letter; latest transcript; latest CV (per posting).,No,Not stated,Not stated on posting.,https://www.bsfcareers.sa/ar/saudi-arabia/jobs/coop-training-4188400/,bsfcareers.sa,High,Yes,Yes,Company Official,"BSF careers posting 'COOP Training' explicitly lists eligibility, required documents, COOP duration >=16 weeks, and monthly stipend.",46089,Posting is expired but provides verified COOP requirements and seasonality (published June 2020). | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped.,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,Cybersecurity,Cybersecurity,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking,linux; networking; cybersecurity fundamentals; security fundamentals,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring
69,Companies,325,224,Arab National Bank (ANB),COOP Trainee,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Exact Dates,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity;Software Engineering,Varies by placement,ITIL; Cybersecurity Fundamentals,Not stated,Saudi national; COOP trainee role (per posting).,Students/recent graduates in listed majors incl. MIS/IT (per posting).,Not stated on posting.,No,Not stated,Not stated on posting.,https://careers.anb.sa/ar/saudi-arabia/jobs/coop-trainee-1100056538/,careers.anb.sa,High,Yes,Yes,Company Official,ANB careers posting 'COOP TRAINEE' published 2024-11-02 (expired) confirms COOP trainee opportunity in Riyadh and lists eligible majors including MIS/IT.,46089,Posting is expired but provides verified COOP existence and timing (published Nov 2024). | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,Cybersecurity,Cybersecurity; FinTech; Software Development; Data Science,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; sql; python; api; data analysis,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis
70,Companies,327,251,Tamara,Builders Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Month Mentioned,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity;Software Engineering,Varies by placement,ITIL; Cybersecurity Fundamentals,Not stated,Students seeking internship/co-op opportunities (per program page).,Students + early-career talent (<=2 years) (per program page).,Not stated on page.,No,Not stated,Not stated on page.,https://tamara.co/en-bh/careers/builders,tamara.co,High,Yes,Yes,Company Official,Tamara official Builders Program page explicitly states it is for internship/co-op and that two cohorts launch in January and June 2026.,46089,Cohorts launch in Jan and Jun 2026; exact application windows depend on openings listed on the page. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. | Pass25: Canonical role set to 'General Program' (posting/program did not specify a concrete role track). Pass26: skills normalized/deduped.,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,Cybersecurity,Cybersecurity; FinTech; Software Development; Data Science,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; sql; python; api; data analysis,linux; networking; cybersecurity fundamentals; security fundamentals; python; apis; sql; git,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; docker; testing; cloud; rest apis
71,Companies,329,252,OmniOps,Co‑op Training Program,COOP,Riyadh,Riyadh Region,In person,Not stated,Not stated,Apply via source page,See source page,Exact Dates,AI;CIS;CS;CYS;Fintech,AI;CIS;CS;CYS;Fintech,Cybersecurity;Software Engineering,Varies by placement,ITIL; Cybersecurity Fundamentals,Not stated,Final-year students or eligible for Co‑op; majors include CS/Software/IT/Data Science (per posting).,Final-year students / Co‑op eligible (per posting).,Not stated on posting.,No,Not stated,Not stated on posting.,https://sa.linkedin.com/jobs/view/co-op-training-program-at-omniops-4296780430,sa.linkedin.com,Medium,Yes,Yes,LinkedIn Job Post,"LinkedIn job posting for OmniOps Co‑op Training Program lists eligible majors including CS/Software/IT/Data, and states application deadline 15 Oct 2025.",46089,Deadline explicitly stated as 15 Oct 2025. | Pass24: canonical role family/subfamily + skills/tools extraction + eligibility/seniority normalization + cert suggestions from Role_Certs. | Pass25: normalized Skills/Tools; filled certs via Role_Certs mapping (where applicable); extraction from Requirements/Technical_Skills. Pass26: skills normalized/deduped.,Medium,High,Medium,High,Medium,Medium,Medium,Medium,1,2,1,2,1,1,1,1,Cybersecurity,Cybersecurity; Data Science; Data Engineering,cybersecurity; soc; siem; network security; penetration testing; linux; incident response; vulnerability assessment; networking; python; sql; machine learning; data analysis,linux; networking; cybersecurity fundamentals; security fundamentals; python; machine learning; data analysis; sql; etl,siem; soc; penetration testing; incident response; vulnerability assessment; firewall; network monitoring; nlp; llm; model training; tensorflow; pytorch; pipelines; spark; data warehouse; bi; statistics; pandas; visualization
