profile_id,opportunity_id,company_name,program_name,chat_message,major,city,skills,interest,program_type,work_mode,target_score,predicted_score,score_difference,absolute_difference,rank_by_rubric,rank_by_ml
ce-network-dhahran,73,The Saudi Investment Bank (SAIB),Cooperative Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,61.58177421099042,14.581774210990417,14.581774210990417,58,14
ce-network-dhahran,74,Saudi Awwal Bank (SAB),COOP Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,61.58177421099042,14.581774210990417,14.581774210990417,59,15
ce-network-dhahran,75,Riyad Bank,Internships and Coop Trainings (CSR 2019),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,58.80850315410826,11.808503154108259,11.808503154108259,60,34
ce-network-dhahran,84,Al Rajhi Takaful,Coop Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,61.58177421099042,14.581774210990417,14.581774210990417,61,17
ce-network-dhahran,87,Banque Saudi Fransi (BSF),Coop Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,55.61147029143768,8.611470291437683,8.611470291437683,62,55
ce-network-dhahran,88,Tech Economy,COOP Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,54.45340015262728,7.453400152627282,7.453400152627282,63,60
ce-network-dhahran,89,SAMI Advanced Electronics (SAMI-AEC),Coop Trainee,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,54.45340015262728,7.453400152627282,7.453400152627282,64,61
ce-network-dhahran,99,Mobily,Cooperative Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,54.45340015262728,7.453400152627282,7.453400152627282,65,63
ce-network-dhahran,100,Saudi Awwal Bank (SAB),Student Opportunities: Cooperative / Practical Training,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,61.58177421099042,14.581774210990417,14.581774210990417,66,18
ce-network-dhahran,101,Alvarez & Marsal,COOP Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,54.45340015262728,7.453400152627282,7.453400152627282,67,64
ce-network-dhahran,105,Savvy Games Group,Cooperative Training Program (Co-op),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,54.45340015262728,7.453400152627282,7.453400152627282,68,65
ce-network-dhahran,111,EJADA,COOP Administration & Support Engineer,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,47.0,57.52828141945539,10.52828141945539,10.52828141945539,69,38
ce-network-dhahran,133,Help AG (e& enterprise),Cybersecurity Intern,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,46.0,51.16995944261034,5.169959442610342,5.169959442610342,70,94
ce-network-dhahran,134,TrendAI (Trend Micro),CyberGATE Internship Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,46.0,51.16995944261034,5.169959442610342,5.169959442610342,71,95
ce-network-dhahran,140,Bosch Middle East,Software Development Intern (AI/Cloud),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,46.0,59.30131540710353,13.30131540710353,13.30131540710353,72,29
ce-network-dhahran,155,Laverne Group | مجموعة لافيرن,Data Analyst / Data Engineer Intern (IT Department),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,46.0,58.98359194608943,12.983591946089433,12.983591946089433,73,31
ce-network-dhahran,4,Saudi National Bank (SNB),SNB Cooperative Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,45.0,56.32902551900603,11.32902551900603,11.32902551900603,74,46
ce-network-dhahran,5,Al Rajhi Bank,Cooperative Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,45.0,54.71500738726055,9.715007387260549,9.715007387260549,75,57
ce-network-dhahran,8,KPMG Saudi Arabia,COOP & Internship Programs,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,45.0,47.033995958584136,2.0339959585841356,2.0339959585841356,76,121
ce-network-dhahran,14,Saudi Exports (Saudi Export Development Authority),COOP & Summer Training (FAQ-confirmed),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,45.0,46.63357280830997,1.633572808309971,1.633572808309971,77,135
ce-network-dhahran,32,TBC (The Beauty Company),Cooperative Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,45.0,45.930266895515125,0.9302668955151248,0.9302668955151248,78,142
ce-network-dhahran,9,PwC Middle East,"Deals, COOP and Summer Internship Programme (2026)",Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,49.85043124294122,5.3504312429412195,5.3504312429412195,79,106
ce-network-dhahran,16,McKinsey & Company (Maqdira),Maqdira Fellowship Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,47.033995958584136,2.5339959585841356,2.5339959585841356,80,123
ce-network-dhahran,36,PwC Middle East (Assurance COOP & Summer Internship Programme 2026),"Assurance, COOP and Summer Internship Programme 2026 – Middle East",Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,53.119835545301,8.619835545301001,8.619835545301001,81,81
ce-network-dhahran,62,General Authority for Statistics (GASTAT),Cooperative Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,54.2004223241528,9.700422324152797,9.700422324152797,82,67
ce-network-dhahran,63,Saudi Center for Opinion Polling (SCOP),Cooperative Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,54.2004223241528,9.700422324152797,9.700422324152797,83,68
ce-network-dhahran,92,SDM,AI COOP,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,57.405577545519705,12.905577545519705,12.905577545519705,84,39
ce-network-dhahran,96,flynas,COOP Trainee / Internship Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,47.033995958584136,2.5339959585841356,2.5339959585841356,85,130
ce-network-dhahran,97,Saudi Motorsport Company (SMC),COOP Trainee (IT Asset Project Management),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,56.94711933707773,12.44711933707773,12.44711933707773,86,45
ce-network-dhahran,109,Elm Company (شركة علم),Coop Training - Computer Science (Jan/Mar/Jun/Aug 2025 Intake),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,49.85043124294122,5.3504312429412195,5.3504312429412195,87,109
ce-network-dhahran,110,Elm Company (شركة علم),Co-Op Training - Information Technology (Jun & Aug 2025 Intake),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,49.85043124294122,5.3504312429412195,5.3504312429412195,88,110
ce-network-dhahran,113,AILA,Co-op Training Programme,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,59.9152379989584,15.415237998958403,15.415237998958403,89,25
ce-network-dhahran,115,Salla,برنامج التدريب التعاوني (Coop Training) – Salla,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,44.5,47.033995958584136,2.5339959585841356,2.5339959585841356,90,131
ce-network-dhahran,2,SABIC,COOP Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,43.0,46.414701460246285,3.4147014602462846,3.4147014602462846,91,137
ce-network-dhahran,57,IBM,"Automation, Data & AI – Intern",Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,42.5,53.47923060703869,10.979230607038687,10.979230607038687,92,73
ce-network-dhahran,124,InnovationTeam,Java Microservices Internship Programme (Saudi Nationals),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,42.5,54.23765193373834,11.737651933738341,11.737651933738341,93,66
ce-network-dhahran,166,HUMAIN,Tamheer Program (Software Engineer / Cybersecurity / MIS),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,42.5,47.66319040828298,5.163190408282979,5.163190408282979,94,118
ce-network-dhahran,172,شركة الخدمات المدارة | Managed Services Company,Intern Cybersecurity Engineer,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,42.5,43.52825194546585,1.028251945465847,1.028251945465847,95,149
ce-network-dhahran,52,Ministry of Industry and Mineral Resources | Cooperative Training,Cooperative Training Initiative,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,41.5,33.501420122894025,-7.998579877105975,7.998579877105975,96,169
ce-network-dhahran,56,HRDF | Cooperative Training Product,Cooperative Training Product,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,41.5,33.501420122894025,-7.998579877105975,7.998579877105975,97,170
ce-network-dhahran,76,Tabby,Intern DevOps Engineer,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,41.5,52.493100259442535,10.993100259442535,10.993100259442535,98,85
ce-network-dhahran,138,Nokia,Graduate Trainee (Saudi Arabia) – Fledgers Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,41.5,53.44397200547349,11.94397200547349,11.94397200547349,99,74
ce-network-dhahran,139,Ericsson,Summer Interns (Ericsson Saudi),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,41.5,53.20644558636687,11.706445586366868,11.706445586366868,100,79
ce-network-dhahran,150,Boeing Saudi Arabia Limited,Intern - Info Technology & Data Analytics (Riyadh),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,41.5,58.98359194608943,17.483591946089433,17.483591946089433,101,30
ce-network-dhahran,126,Trendyol Group,Trendyol Tech Talent - Bootcamp & COOP Internship Program (Saudi Students Only),Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,41.0,50.51091240473004,9.510912404730043,9.510912404730043,102,104
ce-network-dhahran,127,Ninja نينجا,COOP Training Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,41.0,43.20906878226147,2.2090687822614683,2.2090687822614683,103,150
ce-network-dhahran,6,Capital Market Authority (CMA),COOP Program,Computer engineering student at KFUPM in Dhahran seeking network engineer COOP.,CE,Dhahran,linux; c++,Computer Engineering,COOP,On-site,40.0,54.71500738726055,14.715007387260549,14.715007387260549,104,58
